Phi[deg],Theta[deg],GainTotal
-180,0,2.57759
-178,0,2.57759
-176,0,2.57759
-174,0,2.57759
-172,0,2.57759
-170,0,2.57759
-168,0,2.57759
-166,0,2.57759
-164,0,2.57759
-162,0,2.57759
-160,0,2.57759
-158,0,2.57759
-156,0,2.57759
-154,0,2.57759
-152,0,2.57759
-150,0,2.57759
-148,0,2.57759
-146,0,2.57759
-144,0,2.57759
-142,0,2.57759
-140,0,2.57759
-138,0,2.57759
-136,0,2.57759
-134,0,2.57759
-132,0,2.57759
-130,0,2.57759
-128,0,2.57759
-126,0,2.57759
-124,0,2.57759
-122,0,2.57759
-120,0,2.57759
-118,0,2.57759
-116,0,2.57759
-114,0,2.57759
-112,0,2.57759
-110,0,2.57759
-108,0,2.57759
-106,0,2.57759
-104,0,2.57759
-102,0,2.57759
-100,0,2.57759
-98,0,2.57759
-96,0,2.57759
-94,0,2.57759
-92,0,2.57759
-90,0,2.57759
-88,0,2.57759
-86,0,2.57759
-84,0,2.57759
-82,0,2.57759
-80,0,2.57759
-78,0,2.57759
-76,0,2.57759
-74,0,2.57759
-72,0,2.57759
-70,0,2.57759
-68,0,2.57759
-66,0,2.57759
-64,0,2.57759
-62,0,2.57759
-60,0,2.57759
-58,0,2.57759
-56,0,2.57759
-54,0,2.57759
-52,0,2.57759
-50,0,2.57759
-48,0,2.57759
-46,0,2.57759
-44,0,2.57759
-42,0,2.57759
-40,0,2.57759
-38,0,2.57759
-36,0,2.57759
-34,0,2.57759
-32,0,2.57759
-30,0,2.57759
-28,0,2.57759
-26,0,2.57759
-24,0,2.57759
-22,0,2.57759
-20,0,2.57759
-18,0,2.57759
-16,0,2.57759
-14,0,2.57759
-12,0,2.57759
-10,0,2.57759
-8,0,2.57759
-6,0,2.57759
-4,0,2.57759
-2,0,2.57759
0,0,2.57759
2,0,2.57759
4,0,2.57759
6,0,2.57759
8,0,2.57759
10,0,2.57759
12,0,2.57759
14,0,2.57759
16,0,2.57759
18,0,2.57759
20,0,2.57759
22,0,2.57759
24,0,2.57759
26,0,2.57759
28,0,2.57759
30,0,2.57759
32,0,2.57759
34,0,2.57759
36,0,2.57759
38,0,2.57759
40,0,2.57759
42,0,2.57759
44,0,2.57759
46,0,2.57759
48,0,2.57759
50,0,2.57759
52,0,2.57759
54,0,2.57759
56,0,2.57759
58,0,2.57759
60,0,2.57759
62,0,2.57759
64,0,2.57759
66,0,2.57759
68,0,2.57759
70,0,2.57759
72,0,2.57759
74,0,2.57759
76,0,2.57759
78,0,2.57759
80,0,2.57759
82,0,2.57759
84,0,2.57759
86,0,2.57759
88,0,2.57759
90,0,2.57759
92,0,2.57759
94,0,2.57759
96,0,2.57759
98,0,2.57759
100,0,2.57759
102,0,2.57759
104,0,2.57759
106,0,2.57759
108,0,2.57759
110,0,2.57759
112,0,2.57759
114,0,2.57759
116,0,2.57759
118,0,2.57759
120,0,2.57759
122,0,2.57759
124,0,2.57759
126,0,2.57759
128,0,2.57759
130,0,2.57759
132,0,2.57759
134,0,2.57759
136,0,2.57759
138,0,2.57759
140,0,2.57759
142,0,2.57759
144,0,2.57759
146,0,2.57759
148,0,2.57759
150,0,2.57759
152,0,2.57759
154,0,2.57759
156,0,2.57759
158,0,2.57759
160,0,2.57759
162,0,2.57759
164,0,2.57759
166,0,2.57759
168,0,2.57759
170,0,2.57759
172,0,2.57759
174,0,2.57759
176,0,2.57759
178,0,2.57759
180,0,2.57759
-180,2,2.59443
-178,2,2.59353
-176,2,2.5926
-174,2,2.59166
-172,2,2.59069
-170,2,2.58971
-168,2,2.58871
-166,2,2.5877
-164,2,2.58667
-162,2,2.58563
-160,2,2.58458
-158,2,2.58353
-156,2,2.58247
-154,2,2.5814
-152,2,2.58033
-150,2,2.57926
-148,2,2.57819
-146,2,2.57712
-144,2,2.57606
-142,2,2.575
-140,2,2.57395
-138,2,2.57291
-136,2,2.57187
-134,2,2.57085
-132,2,2.56984
-130,2,2.56884
-128,2,2.56785
-126,2,2.56688
