Phi[deg],Theta[deg],GainTotal
-180,0,0.328776
-178,0,0.328776
-176,0,0.328776
-174,0,0.328776
-172,0,0.328776
-170,0,0.328776
-168,0,0.328776
-166,0,0.328776
-164,0,0.328776
-162,0,0.328776
-160,0,0.328776
-158,0,0.328776
-156,0,0.328776
-154,0,0.328776
-152,0,0.328776
-150,0,0.328776
-148,0,0.328776
-146,0,0.328776
-144,0,0.328776
-142,0,0.328776
-140,0,0.328776
-138,0,0.328776
-136,0,0.328776
-134,0,0.328776
-132,0,0.328776
-130,0,0.328776
-128,0,0.328776
-126,0,0.328776
-124,0,0.328776
-122,0,0.328776
-120,0,0.328776
-118,0,0.328776
-116,0,0.328776
-114,0,0.328776
-112,0,0.328776
-110,0,0.328776
-108,0,0.328776
-106,0,0.328776
-104,0,0.328776
-102,0,0.328776
-100,0,0.328776
-98,0,0.328776
-96,0,0.328776
-94,0,0.328776
-92,0,0.328776
-90,0,0.328776
-88,0,0.328776
-86,0,0.328776
-84,0,0.328776
-82,0,0.328776
-80,0,0.328776
-78,0,0.328776
-76,0,0.328776
-74,0,0.328776
-72,0,0.328776
-70,0,0.328776
-68,0,0.328776
-66,0,0.328776
-64,0,0.328776
-62,0,0.328776
-60,0,0.328776
-58,0,0.328776
-56,0,0.328776
-54,0,0.328776
-52,0,0.328776
-50,0,0.328776
-48,0,0.328776
-46,0,0.328776
-44,0,0.328776
-42,0,0.328776
-40,0,0.328776
-38,0,0.328776
-36,0,0.328776
-34,0,0.328776
-32,0,0.328776
-30,0,0.328776
-28,0,0.328776
-26,0,0.328776
-24,0,0.328776
-22,0,0.328776
-20,0,0.328776
-18,0,0.328776
-16,0,0.328776
-14,0,0.328776
-12,0,0.328776
-10,0,0.328776
-8,0,0.328776
-6,0,0.328776
-4,0,0.328776
-2,0,0.328776
0,0,0.328776
2,0,0.328776
4,0,0.328776
6,0,0.328776
8,0,0.328776
10,0,0.328776
12,0,0.328776
14,0,0.328776
16,0,0.328776
18,0,0.328776
20,0,0.328776
22,0,0.328776
24,0,0.328776
26,0,0.328776
28,0,0.328776
30,0,0.328776
32,0,0.328776
34,0,0.328776
36,0,0.328776
38,0,0.328776
40,0,0.328776
42,0,0.328776
44,0,0.328776
46,0,0.328776
48,0,0.328776
50,0,0.328776
52,0,0.328776
54,0,0.328776
56,0,0.328776
58,0,0.328776
60,0,0.328776
62,0,0.328776
64,0,0.328776
66,0,0.328776
68,0,0.328776
70,0,0.328776
72,0,0.328776
74,0,0.328776
76,0,0.328776
78,0,0.328776
80,0,0.328776
82,0,0.328776
84,0,0.328776
86,0,0.328776
88,0,0.328776
90,0,0.328776
92,0,0.328776
94,0,0.328776
96,0,0.328776
98,0,0.328776
100,0,0.328776
102,0,0.328776
104,0,0.328776
106,0,0.328776
108,0,0.328776
110,0,0.328776
112,0,0.328776
114,0,0.328776
116,0,0.328776
118,0,0.328776
120,0,0.328776
122,0,0.328776
124,0,0.328776
126,0,0.328776
128,0,0.328776
130,0,0.328776
132,0,0.328776
134,0,0.328776
136,0,0.328776
138,0,0.328776
140,0,0.328776
142,0,0.328776
144,0,0.328776
146,0,0.328776
148,0,0.328776
150,0,0.328776
152,0,0.328776
154,0,0.328776
156,0,0.328776
158,0,0.328776
160,0,0.328776
162,0,0.328776
164,0,0.328776
166,0,0.328776
168,0,0.328776
170,0,0.328776
172,0,0.328776
174,0,0.328776
176,0,0.328776
178,0,0.328776
180,0,0.328776
-180,2,0.364189
-178,2,0.363019
-176,2,0.36181
-174,2,0.360563
-172,2,0.359279
-170,2,0.35796
-168,2,0.356608
-166,2,0.355224
-164,2,0.353809
-162,2,0.352365
-160,2,0.350895
-158,2,0.349399
-156,2,0.347879
-154,2,0.346338
-152,2,0.344777
-150,2,0.343198
-148,2,0.341603
-146,2,0.339993
-144,2,0.338372
-142,2,0.336739
-140,2,0.335099
-138,2,0.333452
-136,2,0.3318
-134,2,0.330146
-132,2,0.328492
-130,2,0.326839
-128,2,0.32519
-126,2,0.323546
-124,2,0.32191
-122,2,0.320284
-120,2,0.31867
-118,2,0.317069
-116,2,0.315484
-114,2,0.313917
-112,2,0.312369
-110,2,0.310842
-108,2,0.30934
-106,2,0.307862
-104,2,0.306412
-102,2,0.304991
-100,2,0.3036
-98,2,0.302243
-96,2,0.300919
-94,2,0.299632
-92,2,0.298382
-90,2,0.297172
-88,2,0.296002
-86,2,0.294875
-84,2,0.293792
-82,2,0.292753
-80,2,0.291762
-78,2,0.290818
-76,2,0.289923
-74,2,0.289078
-72,2,0.288284
-70,2,0.287543
-68,2,0.286855
-66,2,0.286221
-64,2,0.285642
-62,2,0.285119
-60,2,0.284653
-58,2,0.284243
-56,2,0.283891
-54,2,0.283597
-52,2,0.283361
-50,2,0.283184
-48,2,0.283066
-46,2,0.283007
-44,2,0.283008
-42,2,0.283067
-40,2,0.283186
-38,2,0.283364
-36,2,0.2836
-34,2,0.283895
-32,2,0.284247
-30,2,0.284658
-28,2,0.285125
-26,2,0.285649
-24,2,0.286228
-22,2,0.286863
-20,2,0.287551
-18,2,0.288293
-16,2,0.289087
-14,2,0.289933
-12,2,0.290828
-10,2,0.291773
-8,2,0.292765
-6,2,0.293804
-4,2,0.294888
-2,2,0.296016
0,2,0.297186
2,2,0.298396
4,2,0.299646
6,2,0.300934
8,2,0.302258
10,2,0.303616
12,2,0.305007
14,2,0.306428
16,2,0.307879
18,2,0.309356
20,2,0.310859
22,2,0.312386
24,2,0.313934
26,2,0.315501
28,2,0.317087
30,2,0.318687
32,2,0.320302
34,2,0.321928
36,2,0.323564
38,2,0.325208
40,2,0.326857
42,2,0.32851
44,2,0.330164
46,2,0.331818
48,2,0.333469
50,2,0.335116
52,2,0.336757
54,2,0.338389
56,2,0.34001
58,2,0.34162
60,2,0.343215
62,2,0.344794
64,2,0.346354
66,2,0.347895
68,2,0.349414
70,2,0.35091
72,2,0.35238
74,2,0.353823
76,2,0.355238
78,2,0.356622
80,2,0.357974
82,2,0.359292
84,2,0.360576
86,2,0.361822
88,2,0.363031
90,2,0.3642
92,2,0.365328
94,2,0.366415
96,2,0.367457
98,2,0.368456
100,2,0.369408
102,2,0.370314
104,2,0.371172
106,2,0.371981
108,2,0.37274
110,2,0.373449
112,2,0.374106
114,2,0.374712
116,2,0.375264
118,2,0.375763
120,2,0.376208
122,2,0.376598
124,2,0.376933
126,2,0.377213
128,2,0.377438
130,2,0.377606
132,2,0.377718
134,2,0.377774
136,2,0.377774
138,2,0.377717
140,2,0.377605
142,2,0.377436
144,2,0.377211
146,2,0.37693
148,2,0.376594
150,2,0.376204
152,2,0.375758
154,2,0.375259
156,2,0.374706
158,2,0.3741
160,2,0.373442
162,2,0.372733
164,2,0.371973
166,2,0.371164
168,2,0.370305
170,2,0.369399
172,2,0.368446
174,2,0.367447
176,2,0.366404
178,2,0.365317
180,2,0.364189
-180,4,0.40318
-178,4,0.400888
-176,4,0.398517
-174,4,0.39607
-172,4,0.393549
-170,4,0.390957
-168,4,0.388298
-166,4,0.385574
-164,4,0.382787
-162,4,0.379943
-160,4,0.377042
-158,4,0.37409
-156,4,0.371089
-154,4,0.368042
-152,4,0.364954
-150,4,0.361827
-148,4,0.358665
-146,4,0.355473
-144,4,0.352254
-142,4,0.349011
-140,4,0.345749
-138,4,0.342471
-136,4,0.339182
-134,4,0.335885
-132,4,0.332584
-130,4,0.329283
-128,4,0.325987
-126,4,0.3227
-124,4,0.319425
-122,4,0.316167
-120,4,0.312929
-118,4,0.309716
-116,4,0.306532
-114,4,0.303381
-112,4,0.300267
-110,4,0.297194
-108,4,0.294165
-106,4,0.291186
-104,4,0.288259
-102,4,0.285388
-100,4,0.282578
-98,4,0.279832
-96,4,0.277153
-94,4,0.274545
-92,4,0.272013
-90,4,0.269558
-88,4,0.267184
-86,4,0.264895
-84,4,0.262693
-82,4,0.260583
-80,4,0.258565
-78,4,0.256644
-76,4,0.254822
-74,4,0.253101
-72,4,0.251484
-70,4,0.249972
-68,4,0.248569
-66,4,0.247276
-64,4,0.246095
-62,4,0.245027
-60,4,0.244074
-58,4,0.243237
-56,4,0.242518
-54,4,0.241917
-52,4,0.241436
-50,4,0.241074
-48,4,0.240833
-46,4,0.240713
-44,4,0.240714
-42,4,0.240835
-40,4,0.241078
-38,4,0.241441
-36,4,0.241924
-34,4,0.242526
-32,4,0.243247
-30,4,0.244085
-28,4,0.24504
-26,4,0.246109
-24,4,0.247292
-22,4,0.248586
-20,4,0.249991
-18,4,0.251503
-16,4,0.253122
-14,4,0.254844
-12,4,0.256667
-10,4,0.25859
-8,4,0.260608
-6,4,0.26272
-4,4,0.264922
-2,4,0.267212
0,4,0.269587
2,4,0.272043
4,4,0.274576
6,4,0.277185
8,4,0.279864
10,4,0.282611
12,4,0.285422
14,4,0.288293
16,4,0.29122
18,4,0.2942
20,4,0.297229
22,4,0.300303
24,4,0.303417
26,4,0.306568
28,4,0.309753
30,4,0.312966
32,4,0.316203
34,4,0.319461
36,4,0.322736
38,4,0.326024
40,4,0.32932
42,4,0.33262
44,4,0.33592
46,4,0.339217
48,4,0.342506
50,4,0.345784
52,4,0.349045
54,4,0.352288
56,4,0.355506
58,4,0.358698
60,4,0.361859
62,4,0.364985
64,4,0.368073
66,4,0.371119
68,4,0.374119
70,4,0.377071
72,4,0.379971
74,4,0.382815
76,4,0.3856
78,4,0.388324
80,4,0.390982
82,4,0.393573
84,4,0.396093
86,4,0.398539
88,4,0.40091
90,4,0.403201
92,4,0.405411
94,4,0.407537
96,4,0.409578
98,4,0.41153
100,4,0.413391
102,4,0.415161
104,4,0.416836
106,4,0.418415
108,4,0.419897
110,4,0.421279
112,4,0.42256
114,4,0.42374
116,4,0.424816
118,4,0.425788
120,4,0.426654
122,4,0.427414
124,4,0.428066
126,4,0.428611
128,4,0.429048
130,4,0.429376
132,4,0.429594
134,4,0.429703
136,4,0.429703
138,4,0.429593
140,4,0.429373
142,4,0.429045
144,4,0.428607
146,4,0.428061
148,4,0.427408
150,4,0.426647
152,4,0.42578
154,4,0.424807
156,4,0.42373
158,4,0.42255
160,4,0.421267
162,4,0.419884
164,4,0.418402
166,4,0.416822
168,4,0.415145
170,4,0.413375
172,4,0.411513
174,4,0.40956
176,4,0.407518
178,4,0.405391
180,4,0.40318
-180,6,0.445435
-178,6,0.442071
-176,6,0.438589
-174,6,0.434993
-172,6,0.431287
-170,6,0.427474
-168,6,0.423559
-166,6,0.419545
-164,6,0.415438
-162,6,0.411241
-160,6,0.406959
-158,6,0.402596
-156,6,0.398158
-154,6,0.39365
-152,6,0.389076
-150,6,0.384442
-148,6,0.379753
-146,6,0.375014
-144,6,0.370231
-142,6,0.36541
-140,6,0.360555
-138,6,0.355674
-136,6,0.350771
-134,6,0.345852
-132,6,0.340924
-130,6,0.335993
-128,6,0.331064
-126,6,0.326143
-124,6,0.321237
-122,6,0.316353
-120,6,0.311495
-118,6,0.30667
-116,6,0.301885
-114,6,0.297146
-112,6,0.292458
-110,6,0.287828
-108,6,0.283263
-106,6,0.278767
-104,6,0.274347
-102,6,0.27001
-100,6,0.265761
-98,6,0.261605
-96,6,0.257548
-94,6,0.253597
-92,6,0.249756
-90,6,0.246031
-88,6,0.242428
-86,6,0.23895
-84,6,0.235604
-82,6,0.232393
-80,6,0.229323
-78,6,0.226398
-76,6,0.223622
-74,6,0.220999
-72,6,0.218534
-70,6,0.216229
-68,6,0.214087
-66,6,0.212114
-64,6,0.21031
-62,6,0.208679
-60,6,0.207223
-58,6,0.205944
-56,6,0.204845
-54,6,0.203927
-52,6,0.203191
-50,6,0.202638
-48,6,0.202269
-46,6,0.202086
-44,6,0.202087
-42,6,0.202273
-40,6,0.202644
-38,6,0.203199
-36,6,0.203938
-34,6,0.204859
-32,6,0.20596
-30,6,0.207241
-28,6,0.2087
-26,6,0.210333
-24,6,0.212139
-22,6,0.214115
-20,6,0.216258
-18,6,0.218566
-16,6,0.221033
-14,6,0.223658
-12,6,0.226436
-10,6,0.229363
-8,6,0.232434
-6,6,0.235647
-4,6,0.238995
-2,6,0.242474
0,6,0.246079
2,6,0.249805
4,6,0.253647
6,6,0.257599
8,6,0.261657
10,6,0.265813
12,6,0.270064
14,6,0.274402
16,6,0.278822
18,6,0.283318
20,6,0.287884
22,6,0.292514
24,6,0.297202
26,6,0.301942
28,6,0.306727
30,6,0.311551
32,6,0.316409
34,6,0.321294
36,6,0.326199
38,6,0.331119
40,6,0.336048
42,6,0.340979
44,6,0.345906
46,6,0.350824
48,6,0.355726
50,6,0.360607
52,6,0.365461
54,6,0.370281
56,6,0.375063
58,6,0.379801
60,6,0.384489
62,6,0.389122
64,6,0.393695
66,6,0.398202
68,6,0.402639
70,6,0.407
72,6,0.411281
74,6,0.415477
76,6,0.419583
78,6,0.423595
80,6,0.427509
82,6,0.431321
84,6,0.435026
86,6,0.43862
88,6,0.442101
90,6,0.445463
92,6,0.448704
94,6,0.451821
96,6,0.45481
98,6,0.457668
100,6,0.460393
102,6,0.462981
104,6,0.46543
106,6,0.467738
108,6,0.469902
110,6,0.47192
112,6,0.473791
114,6,0.475512
116,6,0.477082
118,6,0.478499
120,6,0.479762
122,6,0.48087
124,6,0.481821
126,6,0.482615
128,6,0.483251
130,6,0.483729
132,6,0.484047
134,6,0.484206
136,6,0.484205
138,6,0.484045
140,6,0.483726
142,6,0.483247
144,6,0.48261
146,6,0.481814
148,6,0.480862
150,6,0.479753
152,6,0.478489
154,6,0.47707
156,6,0.475499
158,6,0.473777
160,6,0.471905
162,6,0.469885
164,6,0.46772
166,6,0.465411
168,6,0.46296
170,6,0.460371
172,6,0.457645
174,6,0.454786
176,6,0.451795
178,6,0.448677
180,6,0.445435
-180,8,0.490565
-178,8,0.486184
-176,8,0.481646
-174,8,0.476957
-172,8,0.472121
-170,8,0.467142
-168,8,0.462027
-166,8,0.456779
-164,8,0.451405
-162,8,0.44591
-160,8,0.4403
-158,8,0.434581
-156,8,0.428758
-154,8,0.422839
-152,8,0.416829
-150,8,0.410736
-148,8,0.404566
-146,8,0.398326
-144,8,0.392022
-142,8,0.385663
-140,8,0.379256
-138,8,0.372808
-136,8,0.366326
-134,8,0.359819
-132,8,0.353294
-130,8,0.346759
-128,8,0.340223
-126,8,0.333692
-124,8,0.327176
-122,8,0.320683
-120,8,0.314221
-118,8,0.307797
-116,8,0.301421
-114,8,0.295102
-112,8,0.288846
-110,8,0.282663
-108,8,0.27656
-106,8,0.270547
-104,8,0.264632
-102,8,0.258822
-100,8,0.253125
-98,8,0.24755
-96,8,0.242105
-94,8,0.236798
-92,8,0.231635
-90,8,0.226625
-88,8,0.221774
-86,8,0.217091
-84,8,0.212582
-82,8,0.208253
-80,8,0.204112
-78,8,0.200164
-76,8,0.196415
-74,8,0.192872
-72,8,0.189539
-70,8,0.186422
-68,8,0.183526
-66,8,0.180855
-64,8,0.178413
-62,8,0.176205
-60,8,0.174233
-58,8,0.172501
-56,8,0.171012
-54,8,0.169767
-52,8,0.168769
-50,8,0.16802
-48,8,0.167521
-46,8,0.167272
-44,8,0.167273
-42,8,0.167526
-40,8,0.168029
-38,8,0.168782
-36,8,0.169783
-34,8,0.171032
-32,8,0.172525
-30,8,0.17426
-28,8,0.176235
-26,8,0.178447
-24,8,0.180892
-22,8,0.183566
-20,8,0.186465
-18,8,0.189585
-16,8,0.192921
-14,8,0.196467
-12,8,0.200218
-10,8,0.204169
-8,8,0.208312
-6,8,0.212643
-4,8,0.217155
-2,8,0.22184
0,8,0.226692
2,8,0.231704
4,8,0.236868
6,8,0.242178
8,8,0.247624
10,8,0.2532
12,8,0.258897
14,8,0.264708
16,8,0.270625
18,8,0.276638
20,8,0.282741
22,8,0.288924
24,8,0.29518
26,8,0.3015
28,8,0.307876
30,8,0.314299
32,8,0.320761
34,8,0.327254
